"GEO_ID","NAME","B17018_001E","B17018_001M","B17018_002E","B17018_002M","B17018_003E","B17018_003M","B17018_004E","B17018_004M","B17018_005E","B17018_005M","B17018_006E","B17018_006M","B17018_007E","B17018_007M","B17018_008E","B17018_008M","B17018_009E","B17018_009M","B17018_010E","B17018_010M","B17018_011E","B17018_011M","B17018_012E","B17018_012M","B17018_013E","B17018_013M","B17018_014E","B17018_014M","B17018_015E","B17018_015M","B17018_016E","B17018_016M","B17018_017E","B17018_017M","B17018_018E","B17018_018M","B17018_019E","B17018_019M","B17018_020E","B17018_020M","B17018_021E","B17018_021M","B17018_022E","B17018_022M","B17018_023E","B17018_023M","B17018_024E","B17018_024M","B17018_025E","B17018_025M","B17018_026E","B17018_026M","B17018_027E","B17018_027M","B17018_028E","B17018_028M","B17018_029E","B17018_029M","B17018_030E","B17018_030M","B17018_031E","B17018_031M","B17018_032E","B17018_032M","B17018_033E","B17018_033M","B17018_034E","B17018_034M","B17018_035E","B17018_035M",
"860Z200US23175","ZCTA5 23175","500","122","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","500","122","413","114","0","13","93","70","180","87","140","62","87","49","43","46","2","5","37","45","0","13","4","7","44","28","7","12","12","14","25","24","0","13",
"860Z200US23176","ZCTA5 23176","117","65","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","117","65","93","53","5","8","8","14","31","33","49","42","24","38","0","13","0","13","0","13","0","13","0","13","24","38","0","13","0","13","0","13","24","38",
"860Z200US23177","ZCTA5 23177","165","70","14","23","0","13","0","13","0","13","0","13","0","13","14","23","14","23","14","23","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","151","73","85","56","0","13","9","15","23","33","53","42","66","47","16","24","0","13","0","13","16","24","0","13","50","40","0","13","17","25","8","13","25","27",
"860Z200US23180","ZCTA5 23180","190","80","11","13","4","9","0","13","4","9","0","13","0","13","7","11","7","11","0","13","7","11","0","13","0","13","0","13","0","13","0","13","0","13","0","13","179","82","147","82","4","6","0","13","92","66","51","49","32","31","18","27","0","13","18","27","0","13","0","13","14","15","4","7","5","10","5","9","0","13",
"860Z200US23181","ZCTA5 23181","1505","156","68","56","56","54","21","26","0","19","5","8","30","47","12","16","0","19","0","19","0","19","0","19","0","19","12","16","5","8","7","14","0","19","0","19","1437","173","1149","154","63","65","373","142","282","102","431","133","288","119","37","32","0","19","34","31","2","3","1","2","251","120","10","17","76","73","75","67","90","85",
"860Z200US23185","ZCTA5 23185","12595","595","449","142","175","93","41","43","38","47","66","65","30","29","274","116","20","22","0","31","14","18","0","31","6","12","254","115","75","62","33","32","135","100","11","20","12146","620","10036","562","135","85","937","234","2270","339","6694","520","2110","354","558","178","55","85","105","67","115","95","283","118","1552","301","60","59","353","127","575","198","564","171",
"860Z200US23188","ZCTA5 23188","12357","575","494","196","200","119","42","42","98","91","19","24","41","48","294","165","37","54","8","14","0","28","29","51","0","28","257","156","7","12","74","65","176","133","0","28","11863","562","9788","541","148","102","1022","257","2605","387","6013","520","2075","355","491","185","0","28","133","87","39","45","319","142","1584","311","27","35","291","172","446","173","820","232",
"860Z200US23192","ZCTA5 23192","1838","222","99","97","75","92","64","91","0","19","0","19","11","18","24","39","24","39","0","19","24","39","0","19","0","19","0","19","0","19","0","19","0","19","0","19","1739","213","1367","230","100","117","313","154","437","139","517","120","372","144","97","72","0","19","24","23","73","67","0","19","275","130","65","51","122","106","18","24","70","60",
"860Z200US23219","ZCTA5 23219","544","162","77","55","0","13","0","13","0","13","0","13","0","13","77","55","11","18","11","18","0","13","0","13","0","13","66","51","10","17","10","18","46","44","0","13","467","159","299","132","15","24","0","13","55","53","229","127","168","92","0","13","0","13","0","13","0","13","0","13","168","92","0","13","51","57","70","50","47","49",
"860Z200US23220","ZCTA5 23220","4711","423","757","161","164","113","5","10","82","87","35","40","42","60","593","135","15","20","12","19","0","28","3","6","0","28","578","134","97","84","300","118","164","77","17","19","3954","412","2666","322","33","34","92","53","346","109","2195","329","1288","332","409","183","0","28","88","96","145","105","176","137","879","267","56","44","376","200","225","173","222","93",
"860Z200US23221","ZCTA5 23221","3114","326","13","12","11","11","0","21","0","21","0","21","11","11","2","6","0","21","0","21","0","21","0","21","0","21","2","6","0","21","0","21","2","6","0","21","3101","327","2523","292","63","40","47","40","215","89","2198","283","578","158","183","77","0","21","0","21","46","42","137","65","395","137","69","66","24","23","48","35","254","116",
"860Z200US23222","ZCTA5 23222","6204","413","998","240","147","76","36","28","27","26","51","59","33","27","851","238","245","171","78","89","109","126","15","25","43","87","606","180","10","12","335","147","237","120","24","29","5206","424","2460","300","162","77","491","161","679","205","1128","185","2746","420","550","202","23","29","191","93","281","160","55","44","2196","385","245","88","749","258","822","231","380","137",
"860Z200US23223","ZCTA5 23223","11659","781","1592","267","193","112","13","18","129","99","5","8","46","40","1399","268","175","110","45","39","130","97","0","31","0","31","1224","267","350","132","355","152","468","218","51","38","10067","776","5796","672","272","122","1463","446","1789","359","2272","383","4271","503","961","362","149","93","534","289","176","136","102","113","3310","406","378","151","930","245","1332","267","670","256",
"860Z200US23224","ZCTA5 23224","7376","618","1483","304","137","96","70","79","24","31","43","48","0","28","1346","295","189","120","64","75","40","70","68","69","17","26","1157","262","373","200","510","175","245","111","29","37","5893","658","2442","400","458","212","579","216","826","284","579","222","3451","536","922","305","241","150","274","137","147","118","260","177","2529","464","267","175","937","359","944","326","381","162",
"860Z200US23225","ZCTA5 23225","9282","606","961","261","393","122","62","47","61","54","247","108","23","36","568","224","85","74","0","28","33","36","52","67","0","28","483","217","133","83","83","62","250","201","17","26","8321","600","5120","538","177","74","625","202","1398","286","2920","414","3201","441","1157","323","108","80","661","306","136","97","252","126","2044","389","142","73","409","168","874","272","619","217",
"860Z200US23226","ZCTA5 23226","4306","336","51","37","34","32","11","18","16","23","0","21","7","10","17","18","6","10","0","21","6","10","0","21","0","21","11","15","0","21","0","21","6","11","5","10","4255","337","3523","307","104","91","132","83","197","74","3090","289","732","212","139","80","76","72","14","16","4","8","45","30","593","208","61","60","42","33","90","68","400","170",
"860Z200US23227","ZCTA5 23227","6258","465","616","225","62","42","18","21","4","8","4","7","36","34","554","217","48","47","16","28","22","29","10","16","0","25","506","213","69","77","272","171","144","105","21","27","5642","440","3898","361","80","58","363","131","853","236","2602","366","1744","334","525","219","5","8","126","95","306","196","88","93","1219","300","227","129","420","212","287","126","285","114",
"860Z200US23228","ZCTA5 23228","7799","660","482","181","108","103","0","28","72","91","32","42","4","7","374","167","45","45","12","21","5","17","28","33","0","28","329","152","118","98","156","108","37","42","18","21","7317","627","4926","511","410","172","1090","314","1421","358","2005","255","2391","365","395","166","105","78","181","135","35","26","74","67","1996","325","208","110","564","196","713","213","511","197",
"860Z200US23229","ZCTA5 23229","9101","536","438","138","202","90","2","14","50","53","65","48","85","51","236","120","19","22","19","22","0","28","0","28","0","28","217","106","24","37","59","51","111","88","23","30","8663","533","6858","477","354","205","603","196","963","231","4938","463","1805","272","744","260","57","91","99","73","298","191","290","142","1061","191","92","66","138","95","331","109","500","123",
"860Z200US23230","ZCTA5 23230","1352","265","121","64","30","29","0","19","14","23","0","19","16","19","91","56","47","29","22","21","8","12","17","20","0","19","44","47","44","47","0","19","0","19","0","19","1231","270","931","254","219","199","82","48","96","59","534","151","300","92","76","59","0","19","6","10","24","49","46","35","224","87","63","49","34","34","28","22","99","63",
"860Z200US23231","ZCTA5 23231","9638","695","824","266","147","59","30","28","27","28","50","35","40","43","677","258","43","44","28","40","15","16","0","28","0","28","634","256","107","89","155","99","357","188","15","22","8814","724","5586","635","340","151","1202","317","2103","364","1941","375","3228","602","784","308","123","109","162","109","236","156","263","202","2444","499","167","116","611","244","1000","296","666","234",
"860Z200US23233","ZCTA5 23233","8330","491","50","42","29","25","0","28","0","28","7","11","22","23","21","34","21","34","21","34","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","8280","495","7006","486","65","52","245","93","910","195","5786","492","1274","284","402","168","0","28","40","37","130","110","232","113","872","223","0","28","39","42","212","96","621","203",
"860Z200US23234","ZCTA5 23234","10512","687","1083","235","279","122","129","111","110","69","33","58","7","11","804","201","138","92","75","70","56","56","7","10","0","28","666","186","133","83","292","113","173","95","68","55","9429","645","5778","531","774","186","1552","331","1805","349","1647","270","3651","501","1109","296","376","175","295","145","237","106","201","110","2542","445","314","192","946","278","955","274","327","131",
"860Z200US23235","ZCTA5 23235","8501","592","429","212","242","158","29","31","22","38","104","129","87","62","187","116","83","98","0","28","0","28","48","80","35","46","104","70","66","62","0","28","38","37","0","28","8072","559","6388","502","272","106","465","145","1481","326","4170","403","1684","310","337","157","18","30","42","40","170","119","107","64","1347","273","46","48","233","130","574","240","494","147",
"860Z200US23236","ZCTA5 23236","7513","522","190","94","52","49","0","25","0","25","19","22","33","43","138","78","30","30","0","25","0","25","30","30","0","25","108","72","0","25","39","41","34","32","35","37","7323","533","5987","499","225","106","1172","331","1318","326","3272","423","1336","322","335","159","0","25","43","39","181","131","111","90","1001","256","79","73","134","80","346","137","442","191",
"860Z200US23237","ZCTA5 23237","6675","449","550","156","176","80","88","53","23","26","65","52","0","25","374","124","24","28","0","25","0","25","24","28","0","25","350","124","127","85","97","78","102","78","24","30","6125","453","4208","402","494","159","1342","307","1150","214","1222","240","1917","395","689","245","142","87","118","103","157","86","272","177","1228","294","139","95","251","103","622","196","216","165",
"860Z200US23238","ZCTA5 23238","6944","607","571","368","197","175","151","167","0","25","31","37","15","25","374","312","63","64","0","25","0","25","43","62","20","28","311","332","15","24","14","14","253","327","29","46","6373","431","5080","335","19","21","316","110","853","208","3892","338","1293","306","204","101","0","25","51","48","36","38","117","79","1089","277","27","34","158","85","304","141","600","252",
"860Z200US23250","ZCTA5 23250","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US23284","ZCTA5 23284","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US23294","ZCTA5 23294","4506","488","233","96","86","53","8","14","21","23","30","31","27","29","147","91","10","16","0","21","0","21","5","11","5","11","137","92","0","21","50","51","68","75","19","25","4273","483","2939","423","129","97","531","192","714","217","1565","335","1334","259","382","129","55","49","136","84","87","72","104","76","952","235","26","23","284","157","371","146","271","114",
"860Z200US23298","ZCTA5 23298","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US23301","ZCTA5 23301","466","144","85","56","4","8","4","8","0","13","0","13","0","13","81","53","0","13","0","13","0","13","0","13","0","13","81","53","68","51","13","23","0","13","0","13","381","139","329","126","109","82","20","16","120","108","80","50","52","64","9","13","4","8","0","13","5","9","0","13","43","62","38","61","1","3","2","8","2","4",
"860Z200US23302","ZCTA5 23302","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US23303","ZCTA5 23303","106","77","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","106","77","92","75","0","13","0","13","74","70","18","23","14","26","14","26","0","13","0","13","14","26","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US23304","ZCTA5 23304","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US23306","ZCTA5 23306","189","73","5","5","0","13","0","13","0","13","0","13","0","13","5","5","0","13","0","13","0","13","0","13","0","13","5","5","3","5","2","3","0","13","0","13","184","73","124","61","2","3","42","30","21","30","59","42","60","48","7","8","0","13","0","13","7","8","0","13","53","47","32","36","21","26","0","13","0","13",
"860Z200US23307","ZCTA5 23307","141","66","19","23","14","20","0","13","0","13","14","20","0","13","5","11","5","11","0","13","0","13","0","13","5","11","0","13","0","13","0","13","0","13","0","13","122","59","75","47","0","13","24","23","25","27","26","31","47","45","5","8","5","8","0","13","0","13","0","13","42","44","42","44","0","13","0","13","0","13",
"860Z200US23308","ZCTA5 23308","508","138","46","68","0","13","0","13","0","13","0","13","0","13","46","68","44","67","44","67","0","13","0","13","0","13","2","3","0","13","0","13","2","3","0","13","462","117","332","100","96","53","84","67","77","38","75","35","130","86","111","85","2","5","36","40","19","26","54","70","19","25","0","13","18","25","1","2","0","13",
"860Z200US23310","ZCTA5 23310","1400","202","117","70","11","10","4","5","7","8","0","13","0","13","106","70","26","30","9","13","0","13","17","27","0","13","80","65","0","13","55","59","23","34","2","3","1283","193","995","162","15","15","241","114","362","107","377","115","288","129","128","81","0","13","38","48","40","35","50","60","160","85","27","33","75","61","22","22","36","41",
"860Z200US23314","ZCTA5 23314","2622","278","220","122","169","115","0","19","8","12","149","113","12","18","51","69","0","19","0","19","0","19","0","19","0","19","51","69","0","19","0","19","51","69","0","19","2402","302","2009","275","100","61","377","156","681","202","851","183","393","212","109","79","0","19","14","20","81","70","14","24","284","191","0","19","76","73","76","85","132","117",
"860Z200US23315","ZCTA5 23315","521","105","39","42","14","22","0","13","0","13","14","22","0","13","25","36","0","13","0","13","0","13","0","13","0","13","25","36","0","13","0","13","0","13","25","36","482","102","407","108","0","13","111","71","166","71","130","63","75","54","12","19","0","13","12","19","0","13","0","13","63","53","0","13","22","26","25","38","16","23",
"860Z200US23316","ZCTA5 23316","24","11","3","4","3","4","0","13","0","13","3","4","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","21","11","16","10","0","13","10","8","6","7","0","13","5","6","0","13","0","13","0","13","0","13","0","13","5","6","0","13","3","5","2","3","0","13",
"860Z200US23320","ZCTA5 23320","16546","781","980","320","297","210","0","31","83","67","171","186","43","44","683","252","93","68","5","9","0","31","41","56","47","35","590","245","110","100","290","150","138","143","52","49","15566","775","12206","829","356","156","1873","409","4256","596","5721","685","3360","497","795","259","77","104","80","73","303","163","335","142","2565","434","110","85","471","174","976","233","1008","294",
"860Z200US23321","ZCTA5 23321","10663","616","515","193","114","77","28","35","19","25","30","35","37","48","401","178","74","72","0","28","0","28","19","36","55","62","327","170","68","73","67","73","116","101","76","85","10148","610","7760","640","170","106","1016","273","3080","513","3494","465","2388","413","443","178","33","44","83","73","240","156","87","66","1945","401","62","47","324","221","721","214","838","219",
"860Z200US23322","ZCTA5 23322","17784","716","483","174","191","115","0","31","35","49","91","75","65","66","292","155","25","27","0","31","0","31","0","31","25","27","267","143","17","29","46","58","176","122","28","34","17301","717","15030","733","210","85","1670","298","4862","476","8288","675","2271","306","497","120","20","34","132","70","194","85","151","69","1774","281","63","60","266","161","618","193","827","212",
"860Z200US23323","ZCTA5 23323","10997","698","574","194","223","145","77","95","0","28","11","19","135","105","351","145","97","88","40","64","11","18","46","61","0","28","254","115","16","20","70","64","157","104","11","18","10423","714","8385","692","293","167","1433","248","3409","573","3250","447","2038","373","547","190","8","14","169","150","259","97","111","76","1491","331","98","66","179","104","754","238","460","168",
"860Z200US23324","ZCTA5 23324","5922","459","784","201","113","59","25","27","47","41","41","36","0","25","671","200","110","119","11","13","31","39","68","110","0","25","561","185","88","100","151","98","285","159","37","42","5138","438","2930","313","239","157","543","144","1379","240","769","270","2208","398","370","123","63","47","87","58","182","96","38","61","1838","372","121","92","494","199","701","275","522","180",
"860Z200US23325","ZCTA5 23325","4961","509","313","151","125","99","6","11","103","98","16","25","0","21","188","122","59","58","0","21","31","41","0","21","28","46","129","99","0","21","28","42","12","16","89","80","4648","533","3022","428","127","69","655","167","1292","252","948","241","1626","313","526","191","123","73","120","112","229","147","54","64","1100","297","125","111","358","194","342","157","275","119",
"860Z200US23336","ZCTA5 23336","955","124","70","54","57","54","0","13","0","13","21","26","36","50","13","28","5","19","0","13","0","13","5","19","0","13","8","15","0","13","0","13","8","15","0","13","885","122","817","122","6","12","131","83","314","108","366","117","68","82","56","79","0","13","56","79","0","13","0","13","12","16","0","13","7","13","5","8","0","13",
"860Z200US23337","ZCTA5 23337","160","69","11","18","11","18","0","13","11","18","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","149","64","125","60","11","18","0","13","78","54","36","29","24","44","0","13","0","13","0","13","0","13","0","13","24","44","0","13","24","44","0","13","0","13",
"860Z200US23347","ZCTA5 23347","153","69","1","3","1","3","1","3","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","152","69","122","62","21","33","2","3","59","53","40","31","30","30","0","13","0","13","0","13","0","13","0","13","30","30","0","13","5","8","3","5","22","31",
"860Z200US23350","ZCTA5 23350","905","151","113","56","32","19","1","2","11","17","0","13","20","18","81","50","0","13","0","13","0","13","0","13","0","13","81","50","46","39","24","31","11","16","0","13","792","142","529","121","65","72","98","53","172","84","194","80","263","94","107","64","0","13","48","43","46","47","13","18","156","78","16","18","76","50","0","13","64","60",
"860Z200US23354","ZCTA5 23354","116","53","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","116","53","116","53","0","13","4","7","47","36","65","50","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US23356","ZCTA5 23356","375","116","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","375","116","375","116","18","27","75","56","150","75","132","76","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US23357","ZCTA5 23357","188","94","73","76","15","25","0","13","15","25","0","13","0","13","58","69","0","13","0","13","0","13","0","13","0","13","58","69","0","13","58","69","0","13","0","13","115","56","99","54","0","13","53","50","19","21","27","22","16","26","0","13","0","13","0","13","0","13","0","13","16","26","0","13","16","26","0","13","0","13",
"860Z200US23358","ZCTA5 23358","62","60","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","62","60","62","60","28","40","10","15","0","13","24","40","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US23359","ZCTA5 23359","279","124","47","62","5","6","4","6","0","13","1","2","0","13","42","61","0","13","0","13","0","13","0","13","0","13","42","61","42","61","0","13","0","13","0","13","232","104","167","103","17","19","88","100","58","42","4","7","65","62","19","25","0","13","0","13","19","25","0","13","46","56","3","4","12","16","31","49","0","13",
"860Z200US23389","ZCTA5 23389","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US23395","ZCTA5 23395","190","157","68","105","68","105","0","13","68","105","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","122","115","122","115","0","13","51","78","18","28","53","82","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US23398","ZCTA5 23398","9","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","9","13","9","13","0","13","9","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US23401","ZCTA5 23401","72","57","31","43","0","13","0","13","0","13","0","13","0","13","31","43","3","6","0","13","0","13","3","6","0","13","28","44","18","41","6","11","4","7","0","13","41","36","20","19","7","16","7","10","6","7","0","13","21","30","5","8","0","13","5","8","0","13","0","13","16","29","0","13","16","29","0","13","0","13",
"860Z200US23405","ZCTA5 23405","354","108","31","33","31","33","0","13","0","13","0","13","31","33","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","323","96","298","90","13","26","98","67","90","49","97","64","25","34","0","13","0","13","0","13","0","13","0","13","25","34","0","13","0","13","6","10","19","31",
"860Z200US23407","ZCTA5 23407","176","99","19","32","19","32","19","32","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","157","95","50","58","40","57","0","13","10","16","0","13","107","88","53","58","18","29","35","53","0","13","0","13","54","76","54","76","0","13","0","13","0","13",
"860Z200US23408","ZCTA5 23408","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US23409","ZCTA5 23409","45","30","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","45","30","39","28","0","13","33","27","0","13","6","9","6","11","0","13","0","13","0","13","0","13","0","13","6","11","0","13","6","11","0","13","0","13",
"860Z200US23410","ZCTA5 23410","680","221","19","20","5","10","0","13","0","13","5","10","0","13","14","17","2","3","0","13","0","13","2","3","0","13","12","16","0","13","0","13","5","9","7","14","661","222","460","182","10","11","102","59","142","86","206","153","201","115","4","7","0","13","4","7","0","13","0","13","197","115","0","13","32","36","140","100","25","21",
"860Z200US23413","ZCTA5 23413","209","101","64","62","34","58","34","58","0","13","0","13","0","13","30","34","0","13","0","13","0","13","0","13","0","13","30","34","1","3","27","34","2","4","0","13","145","82","76","37","0","13","24","20","15","14","37","29","69","67","38","61","3","6","35","61","0","13","0","13","31","29","0","13","28","29","3","5","0","13",
"860Z200US23414","ZCTA5 23414","52","75","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","52","75","0","13","0","13","0","13","0","13","0","13","52","75","52","75","52","75","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US23415","ZCTA5 23415","750","188","218","131","78","90","41","63","0","13","37","63","0","13","140","91","0","13","0","13","0","13","0","13","0","13","140","91","11","29","33","50","96","68","0","13","532","193","341","106","173","58","91","81","69","59","8","13","191","169","128","130","50","81","0","13","0","13","78","111","63","86","0","13","0","13","63","86","0","13",
"860Z200US23416","ZCTA5 23416","17","27","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","17","27","17","27","0","13","17","27","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US23417","ZCTA5 23417","1164","201","56","41","15","15","0","13","6","9","0","13","9","12","41","37","0","13","0","13","0","13","0","13","0","13","41","37","0","13","23","27","18","26","0","13","1108","216","838","183","0","13","146","121","259","112","433","134","270","115","80","66","0","13","71","66","0","13","9","12","190","104","12","14","75","60","93","87","10","12",
"860Z200US23418","ZCTA5 23418","234","113","10","12","0","13","0","13","0","13","0","13","0","13","10","12","0","13","0","13","0","13","0","13","0","13","10","12","6","11","2","4","2","4","0","13","224","113","176","108","24","24","9","11","107","98","36","25","48","37","33","31","0","13","10","19","15","17","8","14","15","17","5","8","0","13","10","15","0","13",
"860Z200US23420","ZCTA5 23420","609","163","76","63","0","13","0","13","0","13","0","13","0","13","76","63","0","13","0","13","0","13","0","13","0","13","76","63","52","55","0","13","24","30","0","13","533","148","359","132","48","37","118","87","113","80","80","67","174","114","51","67","48","67","0","13","3","4","0","13","123","90","6","11","15","19","100","89","2","7",
"860Z200US23421","ZCTA5 23421","1063","209","60","52","60","52","24","38","24","37","5","7","7","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","1003","212","648","165","171","110","148","75","232","88","97","58","355","138","202","122","70","66","103","96","24","39","5","10","153","64","18","25","110","58","21","21","4","7",
"860Z200US23422","ZCTA5 23422","97","86","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","97","86","56","64","0","13","18","17","0","13","38","60","41","62","0","13","0","13","0","13","0","13","0","13","41","62","0","13","0","13","0","13","41","62",
"860Z200US23423","ZCTA5 23423","95","64","3","7","3","7","0","13","0","13","3","7","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","92","66","84","66","22","33","11","13","22","28","29","44","8","13","0","13","0","13","0","13","0","13","0","13","8","13","0","13","0","13","0","13","8","13",
"860Z200US23426","ZCTA5 23426","13","22","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","13","22","13","22","0","13","13","22","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US23427","ZCTA5 23427","80","44","34","34","25","32","0","13","25","32","0","13","0","13","9","16","0","13","0","13","0","13","0","13","0","13","9","16","9","16","0","13","0","13","0","13","46","29","41","29","7","11","14","23","17","13","3","4","5","6","3","4","0","13","0","13","3","4","0","13","2","3","0","13","2","3","0","13","0","13",
"860Z200US23430","ZCTA5 23430","5322","342","494","148","137","96","18","31","29","25","76","65","14","22","357","123","36","39","12","20","0","21","24","33","0","21","321","115","74","63","122","78","112","79","13","22","4828","325","4164","303","217","94","764","228","1488","213","1695","259","664","159","182","82","0","21","132","75","0","21","50","39","482","138","70","44","152","68","107","54","153","93",
"860Z200US23432","ZCTA5 23432","378","106","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","378","106","352","104","0","13","110","52","115","89","127","66","26","26","9","13","0","13","0","13","0","13","9","13","17","22","5","9","0","13","0","13","12","19",
"860Z200US23433","ZCTA5 23433","410","71","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","410","71","367","66","5","8","35","21","92","36","235","59","43","39","0","13","0","13","0","13","0","13","0","13","43","39","0","13","0","13","3","5","40","39",
"860Z200US23434","ZCTA5 23434","13735","516","1284","263","263","113","45","36","61","52","140","81","17","22","1021","247","85","66","0","31","41","42","40","45","4","7","936","243","263","153","406","176","223","101","44","34","12451","544","8859","473","657","182","1612","264","3625","365","2965","385","3592","343","897","193","162","84","368","141","274","129","93","51","2695","324","315","121","752","178","941","229","687","198",
